Name,Type,SubType,Suburb,Rating,PriceLevel,RankingPosition,Address,Latitude,Longitude,NumberOfReviews
Maccaroni Trattoria Italiana,Restaurant,,Melbourne,4,$$ - $$$,286,"10-16 Manchester Lane, Melbourne, Victoria 3000 Australia",-37.8160282,144.9659806,408
University Cafe,Restaurant,,Carlton,4,$$ - $$$,319,"257 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.7994919,144.9669952,269
Asado,Restaurant,,Southbank,4,$$$$,301,"6 Riverside Quay, Melbourne, Victoria 3006 Australia",-37.8208141,144.9639348,211
Paris Go Bistro,Restaurant,,Carlton,4,$$ - $$$,307,"116 Rathdowne St, Melbourne, Victoria 3053 Australia",-37.7969421,144.970878,169
Il Gambero,Restaurant,,Carlton,4,$$ - $$$,303,"166 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.8032879,144.9667144,322
Radio Mexico Taqueria & Bar,Restaurant,,St Kilda,4,$$ - $$$,15,"11-13 Carlisle St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8670443,144.979233,288
Mister Bianco,Restaurant,,Kew,4,$$ - $$$,3,"285 High St, Kew, Boroondara, Victoria 3101 Australia",-37.8050837,145.0351649,214
Caffe e Torta,Restaurant,,Melbourne,4,$$ - $$$,232,"314 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8149057,144.964228,289
Spice Temple,Restaurant,,Southbank,4,$$$$,200,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Southbank, Melbourne, Victoria 3006 Australia",-37.8238012,144.9598397,1311
The General Assembly,Restaurant,,South Wharf,4,$$ - $$$,273,"29 South Wharf Prom, Melbourne, Victoria 3006 Australia",-37.8242474,144.9519999,269
Shoya,Restaurant,,Melbourne,4,$$$$,310,"25 Market Lane, Melbourne, Victoria 3000 Australia",-37.811732,144.9691095,216
Pilgrim Bar,Restaurant,,Melbourne,4,$$ - $$$,325,"Vaults 15-19 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",-37.8188223,144.969793,175
White Mojo Speciality Coffee & Roaster,Restaurant,,Melbourne,4,$$ - $$$,318,"115 Hardware St, Melbourne, Victoria 3000 Australia",-37.8121461,144.9605243,203
Laurent Bakery,Restaurant,,Melbourne,4,$$ - $$$,311,"306 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8147333,144.9644018,352
One Eleven,Restaurant,,Melbourne,4,$$$$,313,"111 Spring Street The Hotel Windsor, Melbourne, Victoria 3000 Australia",-37.812125,144.9729651,175
Cafe Segovia,Restaurant,,Melbourne,4,$$ - $$$,308,"33 Block Place, Melbourne, Victoria 3000 Australia",-37.8152846,144.9643357,297
Saint Crispin,Restaurant,,Collingwood,4,$$$$,4,"300 Smith St, Collingwood, Yarra, Victoria 3066 Australia",-37.8002354,144.9842903,332
Marios Cafe,Restaurant,,Fitzroy,4,$$ - $$$,19,"303 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7979472,144.9783158,225
Tim Ho Wan,Restaurant,,Melbourne,4,$$ - $$$,323,"206 Bourke St, Melbourne, Victoria 3000 Australia",-37.8126527,144.9669486,361
Rosetta,Restaurant,,Southbank,4,$$$$,224,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Melbourne, Victoria 3006 Australia",-37.8235301,144.9580953,996
Le Bon Ton,Restaurant,,Collingwood,4,$$ - $$$,3,"51 Gipps St, Collingwood, Yarra, Victoria 3066 Australia",-37.8048183,144.9885608,306
Da Noi,Restaurant,,South Yarra,4,$$$$,270,"95 Toorak Rd South Yarra, Melbourne, Victoria 3141 Australia",-37.8385804,144.9896578,274
White Rabbit,Restaurant,,Brighton,4,$$ - $$$,3,"118 Church St, Brighton, Bayside, Victoria 3186 Australia",-37.9153913,144.9958342,246
Oriental Tea House,Restaurant,,Melbourne,4,$$ - $$$,255,"378 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8155739,144.9620832,221
Lindt Chocolate Cafe Southgate Melbourne,Restaurant,,Southbank,4,$$ - $$$,282,"Shop G09, 3 Southgate Avenue Southgate Retail Precinct, Melbourne, Victoria 3006 Australia",-37.8203199,144.9661527,208
Fonda Mexican,Restaurant,,Melbourne,4,$$ - $$$,349,"31 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8148147,144.9733165,312
Pope Joan,Restaurant,,Melbourne,4,$$ - $$$,354,"45 Collins St, Melbourne, Victoria 3000 Australia",-37.8146251,144.9742631,170
The Hof Downtown,Restaurant,,Docklands,4,$$ - $$$,383,"737 Bourke St Corner of Bourke and Village Street, Melbourne, Victoria 3008 Australia",-37.8194489,144.9491663,160
The Irish Times Pub,Restaurant,,Melbourne,4,$$ - $$$,353,"427 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8162582,144.960506,270
Ecco,Restaurant,,South Yarra,4,$$ - $$$,335,"97 Toorak Rd, Melbourne, Victoria 3141 Australia",-37.8385648,144.9897571,157
Collins Kitchen,Restaurant,,Melbourne,4,$$$$,357,"123 Collins St, Melbourne, Victoria 3000 Australia",-37.8152145,144.9700836,273
Station Hotel,Restaurant,,Footscray,4,$$ - $$$,3,"59 Napier St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.8045755,144.9015749,352
"Borsch, Vodka & Tears",Restaurant,,Windsor,4,$$ - $$$,5,"173 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.8521156,144.9930842,236
Lamaro's Hotel,Restaurant,,South Melbourne,4,$$ - $$$,328,"273 Cecil St, Melbourne, Victoria 3205 Australia",-37.8383852,144.9604371,194
Postmaster Hotel,Restaurant,,Kew,4,$$ - $$$,2,"186 High St, Kew, Boroondara, Victoria 3101 Australia",-37.8067753,145.0314528,185
Rococo,Restaurant,,St Kilda,4,$$ - $$$,6,"87-91 Acland St St.Kilda, St Kilda, Port Phillip, Victoria 3182 Australia",-37.867946,144.978887,973
Flora Indian Restaurant,Restaurant,,Melbourne,4,$,385,"238A Flinders St, Melbourne, Victoria 3000 Australia",-37.817516,144.966498,235
Mesh - Crown Promenade,Restaurant,,Southbank,4,$$ - $$$,378,"8 Whiteman Street, Southbank 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",-37.8239578,144.9594467,432
Radii Restaurant & Bar,Restaurant,,East Melbourne,4,$$$$,384,"1 Parliament Pl, Melbourne, Victoria 3002 Australia",-37.811233,144.9764999,211
Riverland,Restaurant,,Melbourne,4,$$ - $$$,375,"Vaults 1-9 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",-37.8188223,144.969793,317
Plus 5,Restaurant,,South Wharf,4,$$ - $$$,359,"37 South Wharf Promenade, Melbourne, Victoria 3008 Australia",-37.8241938,144.9511895,233
Garden State Hotel,Restaurant,,Melbourne,4,$$ - $$$,345,"101 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8153887,144.9711596,299
Kri Kri,Restaurant,,Melbourne,4,$$ - $$$,333,"39-41 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.810815,144.971497,370
Saint & Rogue,Restaurant,,Melbourne,4,$$ - $$$,330,"582 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8174212,144.9553607,127
Mr. Miyagi,Restaurant,,Windsor,4,$$ - $$$,2,"99 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.854239,144.992821,401
The Crafty Squire,Restaurant,,Melbourne,4,$$ - $$$,299,"127 Russell St, Melbourne, Victoria 3000 Australia",-37.8137225,144.9682952,363
Abla's,Restaurant,,Carlton,4,$$ - $$$,316,"109 Elgin St, Melbourne, Victoria 3053 Australia",-37.7977139,144.9710972,204
The Moat,Restaurant,,Melbourne,4,$$ - $$$,365,"176 Little Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8101615,144.9653769,123
The Louden Kitchen & Grill,Restaurant,,Melbourne,4,$$ - $$$,387,"265 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.81282,144.9647544,157
The Essence,Restaurant,,Melbourne,4,$$ - $$$,369,"Corner Exhibition & Lonsdale Streets Melbourne Marriott Hotel, Melbourne, Victoria 3000 Australia",-37.809947,144.9694324,240
Dock 37 Bar and Kitchen,Restaurant,,South Wharf,4,$$ - $$$,337,"2 Convention Centre Pl South Wharf, Melbourne, Victoria 3006 Australia",-37.8247906,144.9511172,177
Cafe Issus,Restaurant,,Melbourne,4,$$ - $$$,339,"8-10 Centre Pl, Melbourne, Victoria 3000 Australia",-37.8167121,144.9656432,264
Philhellene,Restaurant,,Moonee Ponds,4,$$ - $$$,3,"551-553 Mount Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.7693864,144.9254166,187
Yassas - The Greek Way,Restaurant,,Southbank,4,$$ - $$$,392,"4-9/3 Southgate Ave Southgate Plaza, Melbourne, Victoria 3006 Australia",-37.8201046,144.9662172,399
Locanda Restaurant & Public Bar,Restaurant,,Melbourne,4,$$ - $$$,317,"186 Exhibition St, Melbourne, Victoria 3000 Australia",-37.8112832,144.9707745,369
Sake Restaurant & Bar (Melbourne),Restaurant,,Melbourne,4,$$ - $$$,389,"121 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8156645,144.9704982,181
Jim's Greek Tavern,Restaurant,,Collingwood,4,$$ - $$$,5,"32 Johnston St, Collingwood, Yarra, Victoria 3066 Australia",-37.7988778,144.9857833,457
Ginza Teppanyaki,Restaurant,,Melbourne,4,$$ - $$$,380,"139 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8117462,144.9684227,229
Eliana Lulu,Restaurant,,Melbourne,4,$$ - $$$,287,"7-9 Centre Pl, Melbourne, Victoria 3000 Australia",-37.8165973,144.9655393,166
Dumplings Plus,Restaurant,,Melbourne,4,$,381,"269 Swanston St, Melbourne, Victoria 3000 Australia",-37.8119386,144.9646576,264
Curry Vault Indian Restaurant and Bar,Restaurant,,Melbourne,4,$$ - $$$,334,"18-20 Bank Pl, Melbourne, Victoria 3000 Australia",-37.8164609,144.960423,300
The Crane Restaurant,Restaurant,,Melbourne,4,$$ - $$$,416,"212 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8120431,144.9662818,194
Daughter in Law,Restaurant,,Melbourne,4,$$ - $$$,404,"37 Little Bourke St Ground Floor, Melbourne, Victoria 3000 Australia",-37.8108022,144.971503,113
Cornish Arms Hotel,Restaurant,,Brunswick,4,$$ - $$$,4,"163A Sydney Rd, Brunswick, Moreland, Victoria 3056 Australia",-37.773417,144.96087,184
D.O.C,Restaurant,,Carlton,4,$$ - $$$,356,"326 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.799338,144.967471,262
Cafe Cavallino,Restaurant,,Carlton,4,$$ - $$$,410,"181-183 Lygon Street, Melbourne, Victoria Australia",-37.8014047,144.9666468,260
Chinta Ria Soul,Restaurant,,St Kilda,4,$$ - $$$,18,"94 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8677208,144.9792653,247
The Pancake Parlour,Restaurant,,Melbourne,4,$$ - $$$,411,"Centrepoint Arcade, Bourke Street Mall Centrepoint Arcade, Bourke Street Mall, Down the Escalators, Between Sportsgirl and Jetty Surf, Melbourne, Victoria 3000 Australia",-37.8137685,144.9644379,323
Hopetoun Tea Rooms est. 1892,Restaurant,,Melbourne,4.5,$$ - $$$,26,"421 Bourke St Hopetoun Tea Rooms, Melbourne, Victoria 3000 Australia",-37.8147447,144.9617186,2311
Da Guido La Pasta,Restaurant,,Carlton,4.5,$$ - $$$,2,"130 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.8040324,144.9666117,1095
Pidapipo Gelateria,Restaurant,,Carlton,4.5,$,11,"299 Lygon St, Carlton, Melbourne, Victoria 3053 Australia",-37.7983787,144.9670955,433
Kazuki's,Restaurant,,Carlton,4.5,$$$$,9,"121 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.8041216,144.9660142,500
Hochi Mama,Restaurant,,Melbourne,4.5,$$ - $$$,17,"35 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.810701,144.971677,1469
Sezar,Restaurant,,Melbourne,4.5,$$ - $$$,18,"6 Melbourne Pl, Melbourne, Victoria 3000 Australia",-37.81339,144.9689499,1024
The French Brasserie,Restaurant,,Melbourne,4.5,$$$$,19,"2 Malthouse Lane, Melbourne, Victoria 3000 Australia",-37.8154573,144.9715812,721
The Railway Club Hotel Steakhouse,Restaurant,,Port Melbourne,4.5,$$ - $$$,24,"107 Raglan St Port Melbourne, Melbourne, Victoria 3207 Australia",-37.8337815,144.9443076,680
Bistrot d'Orsay,Restaurant,,Melbourne,4.5,$$ - $$$,29,"184 Collins St, Melbourne, Victoria 3000 Australia",-37.8150355,144.967406,497
Da Guido 365,Restaurant,,Melbourne,4.5,$$ - $$$,7,"365 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8155631,144.9626661,524
Roule Galette Melbourne,Restaurant,,Melbourne,4.5,$,8,"241 Flinders Lane Shop 1, Melbourne, Victoria 3000 Australia",-37.8168239,144.9662818,604
Eau De Vie,Restaurant,,Melbourne,4.5,$$ - $$$,15,"1 Malthouse Lane, Melbourne, Victoria 3000 Australia",-37.8157231,144.9715309,814
Tipo 00,Restaurant,,Melbourne,4.5,$$ - $$$,20,"361 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8135846,144.9619894,823
Ruyi Modern Chinese,Restaurant,,Melbourne,4.5,$$ - $$$,25,"16 Liverpool St, Melbourne, Victoria 3000 Australia",-37.8110844,144.9714663,377
Longrain,Restaurant,,Melbourne,4.5,$$ - $$$,28,"44 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8106475,144.9712096,1172
Straight Outta Saigon,Restaurant,,Melbourne,4.5,$$ - $$$,13,"138 Russell Street Ground level, Melbourne, Victoria 3000 Australia",-37.8130144,144.96839,337
Patricia Coffee Brewers,Restaurant,,Melbourne,4.5,$,27,"493-495 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8146934,144.9582383,212
Coda,Restaurant,,Melbourne,4.5,$$$$,49,"141 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8157661,144.9698897,1150
Bowery to Williamsburg,Restaurant,,Melbourne,4.5,$$ - $$$,55,"16 Oliver Lane, Melbourne, Victoria 3000 Australia",-37.8162381,144.970252,322
Rare Steakhouse Midtown,Restaurant,,Melbourne,4.5,$$ - $$$,51,"12 Goldie Pl, Melbourne, Victoria 3000 Australia",-37.813386,144.960767,344
Seven Seeds,Restaurant,,Carlton,4.5,$$ - $$$,46,"114 Berkley Street Carlton, Melbourne, Victoria Australia",-37.8028937,144.9590482,381
Betty’s Burgers & Concrete Co,Restaurant,,Melbourne,4.5,$,44,"97 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.8159123,144.9636262,1215
seamstress,Restaurant,,Melbourne,4.5,$$ - $$$,36,"113 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8105559,144.9690188,501
Laksa King,Restaurant,,Flemington,4.5,$,61,"6-12 Pin Oak Cres Flemington, Melbourne, Victoria 3031 Australia",-37.7878851,144.9295518,557
Sud Food and Wine,Restaurant,,Melbourne,4.5,$$ - $$$,56,"219 King St, Melbourne, Victoria 3000 Australia",-37.8151074,144.9549067,230
11 Inch Pizza,Restaurant,,Melbourne,4.5,$,4,"Shop 7A 353 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8155661,144.9629631,324
Operator 25,Restaurant,,Melbourne,4.5,$$ - $$$,22,"25 Wills St, Melbourne, Victoria 3000 Australia",-37.8107329,144.9570341,447
Koko Black Chocolate,Restaurant,,Melbourne,4.5,$$ - $$$,38,"52 Collins St, Melbourne, Victoria 3000 Australia",-37.8134641,144.9718105,558
Auction Rooms,Restaurant,,North Melbourne,4.5,$$ - $$$,57,"103-107 Errol St, Melbourne, Victoria 3051 Australia",-37.8025013,144.9494883,432
Tonka,Restaurant,,Melbourne,4.5,$$$$,58,"20 Duckboard Pl, Melbourne, Victoria 3000 Australia",-37.8157594,144.9714188,817
Il Solito Posto,Restaurant,,Melbourne,4.5,$$ - $$$,23,"113 Collins St via George Parade, Melbourne, Victoria 3000 Australia",-37.8147691,144.9702618,989
Geppetto Trattoria,Restaurant,,East Melbourne,4.5,$$ - $$$,5,"78A Wellington Pde, Melbourne, Victoria 3002 Australia",-37.8164787,144.9873637,439
Railway Hotel,Restaurant,,South Melbourne,4.5,$$ - $$$,52,"280 Ferrars St, Melbourne, Victoria 3205 Australia",-37.8353989,144.9557756,267
Afternoon Tea at The Hotel Windsor,Restaurant,,Melbourne,4.5,$$$$,41,"111 Spring Street The Hotel Windsor, Melbourne, Victoria 3000 Australia",-37.812125,144.9729651,1508
Piccolo Mondo,Restaurant,,Carlton,4.5,$$ - $$$,47,"240 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.8015593,144.9671281,735
1932 Cafe & Restaurant,Restaurant,,Melbourne,4.5,$$ - $$$,50,"220 Collins St Manchester Unity Building, Melbourne, Victoria 3000 Australia",-37.8153266,144.9661686,443
+39 Pizzeria,Restaurant,,Melbourne,4.5,$$ - $$$,48,"362 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8132826,144.9617644,1232
Red Spice Road,Restaurant,,Melbourne,4.5,$$ - $$$,31,"141 Queen St, Melbourne, Victoria 3000 Australia",-37.8153487,144.9606082,1737
Straits Cafe Melbourne,Restaurant,,Melbourne,4.5,$$ - $$$,75,"Rendezvous Hotel Melbourne 328 Flinders St, Melbourne, Victoria 3000 Australia",-37.8183324,144.9635426,262
MoVida Aqui,Restaurant,,Melbourne,4.5,$$ - $$$,81,"Nab Building, 1 500 Bourke St NAB Building, Melbourne, Victoria 3000 Australia",-37.8152622,144.9589353,752
Cicciolina,Restaurant,,St Kilda,4.5,$$ - $$$,62,"130 Acland St, Melbourne, Victoria 3182 Australia",-37.8685591,144.9800192,375
Movida Bar de Tapas,Restaurant,,Melbourne,4.5,$$ - $$$,72,"1 Hosier Lane, Melbourne, Victoria 3000 Australia",-37.8167338,144.9691879,2760
The Sherlock Holmes,Restaurant,,Melbourne,4.5,$$ - $$$,64,"415 Collins St, Melbourne, Victoria 3000 Australia",-37.8173653,144.9608277,344
Rare Steakhouse Downtown,Restaurant,,Melbourne,4.5,$$ - $$$,60,"42-44 King St, Melbourne, Victoria 3000 Australia",-37.8191552,144.9572031,516
Rice Paper Scissors,Restaurant,,Melbourne,4.5,$$ - $$$,6,"15 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8142828,144.9614027,2701
Ganache Chocolate,Restaurant,,Melbourne,4.5,$$ - $$$,87,"245 Collins St, Melbourne, Victoria 3000 Australia",-37.8159474,144.9657181,260
Flower Drum,Restaurant,,Melbourne,4.5,$$$$,42,"17 Market Lane, Melbourne, Victoria 3000 Australia",-37.8119154,144.9691713,1367
Rare Steakhouse Uptown,Restaurant,,Melbourne,4.5,$$ - $$$,40,"61 Little Collins St Shop 6, Melbourne, Victoria 3000 Australia",-37.8129822,144.9716921,755
Manchester Press,Restaurant,,Melbourne,4.5,$$ - $$$,84,"8 Rankins Lane, Melbourne, Victoria 3000 Australia",-37.8138885,144.9621516,500
Delhi Streets Indian Street Food,Restaurant,,Melbourne,4.5,$,37,"22 Katherine Pl, Melbourne, Victoria 3000 Australia",-37.819841,144.956474,262
Amiconi,Restaurant,,West Melbourne,4.5,$$ - $$$,71,"359 Victoria St Locality is West Melbourne, Melbourne, Victoria 3003 Australia",-37.8053936,144.9495793,181
La Luna Bistro,Restaurant,,Carlton North,4.5,$$ - $$$,69,"320 Rathdowne St Carlton, North, Melbourne, Victoria 3054 Australia",-37.7910977,144.9719126,384
pastuso,Restaurant,,Melbourne,4.5,$$ - $$$,78,"19 Acdc Lane Off Flinders Lane Between Collins St and Exhibition St, Melbourne, Victoria 3000 Australia",-37.8158817,144.9710089,857
Brunetti Classico - Carlton,Restaurant,,Carlton,4.5,$$ - $$$,79,"380 Lygon St 380 Lygon St, Carlton Vic, Melbourne, Victoria 3053 Australia",-37.7981335,144.9677286,3247
Lucy Liu Kitchen and Bar,Restaurant,,Melbourne,4.5,$$ - $$$,67,"23 Oliver Lane, Melbourne, Victoria 3000 Australia",-37.8159928,144.9699538,1195
San Telmo,Restaurant,,Melbourne,4.5,$$ - $$$,66,"14 Meyers Pl, Melbourne, Victoria 3000 Australia",-37.8121868,144.9724559,709
Bamboo House Chinese Restaurant,Restaurant,,Melbourne,4.5,$$ - $$$,90,"47 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8109675,144.9711221,405
Vue De Monde,Restaurant,,Melbourne,4.5,$$$$,33,"525 Collins St Rialto Building 55th Floor, Melbourne, Victoria 3000 Australia",-37.8183961,144.957721,2035
Il Bacaro Cucina e Bar,Restaurant,,Melbourne,4.5,$$$$,12,"68-170 Little Collins St 168-170 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8138632,144.967994,504
Grand Trailer Park Taverna,Restaurant,,Melbourne,4.5,$$ - $$$,82,"87 Bourke St, Melbourne, Victoria 3000 Australia",-37.8121554,144.9708994,296
B'Churrasco Brazilian BBQ,Restaurant,,Melbourne,4.5,$$ - $$$,43,"61 A'Beckett St, Melbourne, Victoria 3000 Australia",-37.8091543,144.9616982,557
The Hardware Societe,Restaurant,,Melbourne,4.5,$$ - $$$,35,"10 Katherine Pl, Melbourne, Victoria 3000 Australia",-37.8200218,144.9566345,1879
Supernormal,Restaurant,,Melbourne,4.5,$$ - $$$,53,"180 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.815972,144.9683489,1619
Embla,Restaurant,,Melbourne,4.5,$$ - $$$,70,"122 Russell St, Melbourne, Victoria 3000 Australia",-37.813394,144.9686092,266
Cucinetta,Restaurant,,South Yarra,4.5,$$ - $$$,10,"U 4 3 Murphy St South Yarra, Melbourne, Victoria 3141 Australia",-37.8382844,144.9900594,401
Chocolate Buddha,Restaurant,,Melbourne,4.5,$$ - $$$,32,"Cnr. Flinders & Swanston Street Federation Square, Melbourne, Victoria 3000 Australia",-37.8175103,144.9675235,717
The Grain Store,Restaurant,,Melbourne,4.5,$$ - $$$,39,"Ground Floor 517 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8196561,144.95653,1248
Cargo Restaurant,Restaurant,,Docklands,4.5,$$ - $$$,86,"Docklands Melbourne, Melbourne, Victoria 3008 Australia",-37.8170652,144.9419122,696
Cecconi's Flinders Lane,Restaurant,,Melbourne,4.5,$$$$,80,"61 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8150555,144.9725293,539
MoVida Next Door,Restaurant,,Melbourne,4.5,$$ - $$$,73,"164 Flinders St, Melbourne, Victoria 3000 Australia",-37.8167888,144.9691739,528
Punch Lane,Restaurant,,Melbourne,4.5,$$ - $$$,34,"43 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8109091,144.9713803,667
DOC Pizza & Mozzarella Bar,Restaurant,,Carlton,4.5,$$ - $$$,91,"295 Drummond St, Melbourne, Victoria 3053 Australia",-37.7989674,144.9684753,672
Kenzan Japanese Restaurant,Restaurant,,Melbourne,4.5,$$ - $$$,105,"56 Flinders Lane At Collins Place, Melbourne, Victoria 3000 Australia",-37.8144879,144.9729852,278
Seasons Provedore,Restaurant,,Carlton,4.5,$$ - $$$,102,"199 Lygon St, Melbourne, Victoria 3053 Australia",-37.800967,144.966654,494
1806,Restaurant,,Melbourne,4.5,$$ - $$$,110,"169 Exhibition St, Melbourne, Victoria 3000 Australia",-37.811684,144.9701283,259
Philippe,Restaurant,,Melbourne,4.5,$$$$,103,"115 Collins St, Melbourne, Victoria 3000 Australia",-37.8147295,144.9700165,261
Rosco's at Chevron Cafe Bar,Restaurant,,Melbourne,4.5,$$ - $$$,118,"14/519 St Kilda Rd, Melbourne, Victoria 3004 Australia",-37.8453253,144.9794322,262
Hakata Gensuke Ramen,Restaurant,,Melbourne,4.5,$,54,"168 Russell St, Melbourne, Victoria 3000 Australia",-37.8122628,144.9681737,369
Taxi Kitchen,Restaurant,,Melbourne,4.5,$$ - $$$,76,"Level 1, Federation Square, Flinders Street Transport Hotel, Melbourne, Victoria 3000 Australia",-37.8183938,144.9684217,953
Bomba,Restaurant,,Melbourne,4.5,$$ - $$$,65,"103 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8104213,144.9691111,457
Cumulus Inc.,Restaurant,,Melbourne,4.5,$$ - $$$,59,"45 Flinders La, Melbourne, Victoria 3000 Australia",-37.8148032,144.9730757,2123
Gingerboy,Restaurant,,Melbourne,4.5,$$ - $$$,77,"27-29 Crossley St, Melbourne, Victoria 3000 Australia",-37.8112002,144.9709745,990
Grill Steak Seafood,Restaurant,,Melbourne,4.5,$$ - $$$,68,"68 - 78 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8130614,144.9610642,1479
Milk the Cow (St Kilda),Restaurant,,St Kilda,4.5,$$ - $$$,2,"U 1 157 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8589,144.97947,338
Carlton Wine Room,Restaurant,,Carlton,4.5,$$ - $$$,142,"172-174 Faraday Street Carlton, Melbourne, Victoria Australia",-37.7986111,144.9686111,205
A Hereford Beefstouw,Restaurant,,Melbourne,4.5,$$ - $$$,139,"22 Duckboard Pl, Melbourne, Victoria 3000 Australia",-37.8158063,144.9713154,199
Cafe Rosco,Restaurant,,Melbourne,4.5,$$ - $$$,130,"407D St Kilda Rd, Melbourne, Victoria 3004 Australia",-37.8361923,144.9761994,232
Chokolait Hub,Restaurant,,Melbourne,4.5,$$ - $$$,106,"287 Lonsdale St Shop 342, Level 3, Emporium, Melbourne, Victoria 3000 Australia",-37.8123362,144.9637384,410
HQ's On William,Restaurant,,Melbourne,4.5,$$ - $$$,122,"380 William St Radisson on Flagstaff Gardens, Melbourne, Victoria 3000 Australia",-37.8103603,144.9560809,306
Lupino Bistro and Bar,Restaurant,,Melbourne,4.5,$$ - $$$,16,"41 Little Collins St, Melbourne, Victoria 3000 Australia",-37.812776,144.9723611,416
Donovans,Restaurant,,St Kilda,4.5,$$$$,1,"40 Jacka Boulevard, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8685776,144.9751279,1022
Brick Lane Melbourne,Restaurant,,Melbourne,4.5,$$ - $$$,14,"33 Guildford Lane, Melbourne, Victoria 3000 Australia",-37.8114463,144.9598499,208
Brother Baba Budan,Restaurant,,Melbourne,4.5,$,30,"359 Little Bourke St Cbd, Melbourne, Victoria 3000 Australia",-37.813541,144.9620988,440
Japanese Teppanyaki Inn,Restaurant,,Melbourne,4.5,$$$$,107,"182 Collins St, Melbourne, Victoria 3000 Australia",-37.8150015,144.9675291,219
Rosa's Canteen,Restaurant,,Melbourne,4.5,$$ - $$$,138,"Cnr Little Bourke & Thomson St Level 1, Melbourne, Victoria 3000 Australia",-37.8144103,144.9587573,154
Two Birds One Stone,Restaurant,,South Yarra,4.5,$$ - $$$,101,"12 Claremont St, Melbourne, Victoria 3141 Australia",-37.8379997,144.9940221,366
Squires Loft South Yarra,Restaurant,,South Yarra,4.5,$$ - $$$,93,"166 Toorak Rd, Melbourne, Victoria 3141 Australia",-37.8379464,144.9851537,383
Epocha,Restaurant,,Carlton,4.5,$$$$,128,"49 Rathdowne St Carlton South, Melbourne, Victoria 3053 Australia",-37.8059343,144.96879,254
IL Dolce Freddo,Restaurant,,Carlton,4.5,$,146,"116 Lygon Street, Carlton, Melbourne, Victoria 3053 Australia",-37.8042985,144.9665411,175
Osteria Ilaria,Restaurant,,Melbourne,4.5,$$ - $$$,120,"367 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8136094,144.9618977,248
Juicy Bao,Restaurant,,Melbourne,4.5,$,123,"178-190 Little Bourke St Shop 2, Melbourne, Victoria 3000 Australia",-37.8118913,144.9669625,365
