name,rankingPosition,priceLevel,category,rating,address,Latitude,Longitude,numberOfReviews
Banff,8,$,restaurant,4.5,"145 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8593134,144.9785336,384
Young and Jacksons,167,$$ - $$$,restaurant,4,"Cnr Swanston & Flinders Sts, Melbourne, Victoria 3000 Australia",-37.8175406,144.9674005,366
Attica,1,$$$$,restaurant,4.5,"74 Glen Eira Rd, Ripponlea, Port Phillip, Victoria 3185 Australia",-37.8770079,144.9972755,626
St LuJa,7,$$ - $$$,restaurant,4.5,"9 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8626312,144.9731817,124
Sister of Soul,9,$$ - $$$,restaurant,4,"73 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.867712,144.978752,402
Bistro Guillaume,160,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Riverside at Crown, Southbank, Melbourne, Victoria 3006 Australia",-37.8238012,144.9598397,1115
Mezzo,225,$$ - $$$,restaurant,4,"35 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.810701,144.971677,324
Self Preservation,230,$$ - $$$,restaurant,4,"70 Bourke St, Melbourne, Victoria 3000 Australia",-37.8117064,144.9711052,207
Vertue Coffee Roasters,217,$$ - $$$,restaurant,4.5,"8 Raffa Place, Melbourne, Victoria 3053 Australia",-37.7976944,144.9683387,114
Shakahari Vegetarian Restaurant,231,$$ - $$$,restaurant,4.5,"201-203 Faraday St, Melbourne, Victoria 3053 Australia",-37.798995,144.967807,221
Bacash Restaurant,219,$$$$,restaurant,4.5,"175 Domain Rd, Melbourne, Victoria 3141 Australia",-37.8341667,144.9819444,208
Koko Japanese Restaurant,241,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",-37.8235301,144.9580953,323
La Belle Miette,239,$$ - $$$,restaurant,4.5,"8 Collins St, Melbourne, Victoria 3000 Australia",-37.8130696,144.9732276,121
Cafe Excello,193,$$ - $$$,restaurant,4,"99 Spring St, Melbourne, Victoria 3000 Australia",-37.8125245,144.9733336,220
Lee Ho Fook,202,$$ - $$$,restaurant,4.5,"11-15 Duckboard Pl, Melbourne, Victoria 3000 Australia",-37.8155997,144.9713084,200
Scugnizzo,199,$$ - $$$,restaurant,4.5,"558 Little Bourke St Entrance via Merritts place, Melbourne, Victoria 3000 Australia",-37.8148972,144.9559351,180
The Breslin Bar & Grill,179,$$ - $$$,restaurant,4,"2 Southbank Bvd, Melbourne, Victoria 3006 Australia",-37.822022,144.9621558,650
Tazio,201,$$ - $$$,restaurant,4,"91 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.815405,144.9712067,291
Rice Paper,192,$,restaurant,4,"245 Swanston St, Melbourne, Victoria 3000 Australia",-37.8122584,144.9648361,287
Papa Gino's Pizza Restaurant,209,$$ - $$$,restaurant,4,"Lygon Street Carlton, Melbourne, Victoria 3053 Australia",-37.8000755,144.9670959,465
Encore Bar and Restaurant,210,$$ - $$$,restaurant,4.5,"131 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.810779,144.9685513,135
The Jazz Corner Cafe,203,$$ - $$$,restaurant,4,"350 William St located within The Jazz Corner Hotel - lobby cafe and mezzanine restaurant, Melbourne, Victoria 3000 Australia",-37.8154899,144.9717649,305
Hutong Dumpling Bar,153,$$ - $$$,restaurant,4,"14-16 Market Lane, Melbourne, Victoria 3000 Australia",-37.811884,144.9694785,766
Giro d'Italia,74,$$ - $$$,restaurant,5,"401 Saint Kida Road, Melbourne, Victoria 3000 Australia",-37.8356864,144.975968,84
Il Duca,157,$$ - $$$,restaurant,4.5,"132 Wellington Pde, Melbourne, Victoria 3002 Australia",-37.8162867,144.985711,242
Merchant,182,$$ - $$$,restaurant,4,"495 Collins St, Melbourne, Victoria 3000 Australia",-37.8183605,144.9580642,331
Richmond Oyster,6,$$ - $$$,restaurant,4.5,"437 Church St, Richmond, Yarra, Victoria 3121 Australia",-37.8262953,144.9981382,326
Marion Wine Bar,8,$$ - $$$,restaurant,4.5,"53 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8054372,144.9758521,145
Mitre Tavern Steakhouse & Grill,151,$$ - $$$,restaurant,4,"5 Bank Pl Level 1, Melbourne, Victoria 3000 Australia",-37.8167925,144.9603327,424
Naked for Satan,5,$$ - $$$,restaurant,4.5,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7987495,144.977983,1244
Chez Dre Cafe,229,$$ - $$$,restaurant,4,"Rear of 285/287 Coventry St Access Via Alleyway, Melbourne, Victoria 3205 Australia",-37.8326392,144.9582379,386
Pier Port Melbourne,220,$$ - $$$,restaurant,4.5,"1 Bay St, Melbourne, Victoria 3207 Australia",-37.8428269,144.9380888,189
Little Ramen Bar,236,$,restaurant,4,"369 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8158514,144.9626074,173
Red Pepper Indian Restaurant,254,$$ - $$$,restaurant,4,"14 Bourke St, Melbourne, Victoria 3000 Australia",-37.811314,144.972481,408
Pacinos Italian Family Restaurant,1,$$ - $$$,restaurant,4.5,"300 Epsom Rd 300-320 Epsom Road, Ascot Vale, Moonee Valley, Victoria 3031 Australia",-37.7827318,144.9164815,240
Angus & Bon,1,$$ - $$$,restaurant,4.5,"168 Greville Street, Prahran, Stonnington, Victoria 3181 Australia",-37.8496092,144.9922938,168
Miyako Japanese Cuisine & Teppanyaki,250,$$ - $$$,restaurant,4,"3 Southgate Ave Upper Level, Shop UR2, Southgate Arts & Leisure Precinct, Melbourne, Victoria 3006 Australia",-37.820556,144.965833,323
Nirankar Restaurant,248,$$ - $$$,restaurant,4.5,"174-176 Queen St, Melbourne, Victoria 3000 Australia",-37.814316,144.960662,189
BearBrass,252,$$ - $$$,restaurant,4,"Shop GR3A 3 Southgate Ave Southbank VIC, Melbourne, Victoria 3006 Australia",-37.820556,144.965833,625
3 Brothersss Indian Restaurant,228,$$ - $$$,restaurant,5,"513 Elizabeth St Queen Victoria Market, Melbourne, Victoria 3000 Australia",-37.8075798,144.956785,41
Cherry & Twigs,233,$,restaurant,4.5,"Shop 1B 555 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8199985,144.9558061,135
Shujinko,261,$,restaurant,4,"225 Russell St, Melbourne, Victoria 3000 Australia",-37.811322,144.967134,142
Aagaman Indian Nepalese Restaurant,262,$$ - $$$,restaurant,4.5,"271 Bay St, Melbourne, Victoria 3207 Australia",-37.8373679,144.9428952,132
Kisume,234,$$$$,restaurant,4,"175 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8161823,144.9686911,399
Cafe Andiamo,226,$$ - $$$,restaurant,4,"36-38 Degraves Lane, Melbourne, Victoria 3000 Australia",-37.8169409,144.9658414,553
Simply Spanish QVM,215,$$ - $$$,restaurant,4.5,"513 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.806738,144.9587744,210
The Deck Restaurant,216,$$ - $$$,restaurant,4,"Upper Level Southgate Southgate Centre, Southgate Arts & Leisure Complex/3, Melbourne, Victoria 3006 Australia",-37.8203389,144.9660726,284
Bangkok Jam,205,$$ - $$$,restaurant,4.5,"107 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8114817,144.9692505,100
Teatro,206,$$ - $$$,restaurant,4,"Southbank Promenade Tenancy A Hamer Hall, Melbourne, Victoria 3006 Australia",-37.8201455,144.9679946,510
Meatmaiden,204,$$ - $$$,restaurant,4,"195 Little Collins St Basement, Melbourne, Victoria 3000 Australia",-37.814305,144.9677607,344
Betty's Burgers,185,$$ - $$$,restaurant,4.5,"222 Exhibition St, Melbourne, Victoria 3000 Australia",-37.8108504,144.9694871,86
China Red,181,$$ - $$$,restaurant,4,"Shop 6 206 Bourke St, Melbourne, Victoria 3000 Australia",-37.8129003,144.9670263,353
SPQR Pizzeria,197,$$ - $$$,restaurant,4.5,"26 Liverpool Street, Melbourne 3000, Melbourne, Victoria 3000 Australia",-37.8109977,144.9714065,194
The Atlantic Restaurant,207,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Crown Entertainment Complex, Melbourne, Victoria 3006 Australia",-37.8235301,144.9580953,1570
Rockpool Bar & Grill,189,$$$$,restaurant,4,"Crown Complex Southbank, Melbourne, Victoria 3006 Australia",-37.8235301,144.9580953,1961
Rubiras,174,$$ - $$$,restaurant,4.5,"192 Station St Swallows Hotel, Melbourne, Victoria 3207 Australia",-37.8327451,144.9455607,218
Metro Burger,100,$,restaurant,4.5,"12 Degraves St, Melbourne, Victoria 3000 Australia",-37.8175357,144.9660006,146
Dunyazad,235,$$ - $$$,restaurant,4.5,"329 Doncaster Rd, Balwyn North, Boorandara, Melbourne, Victoria VIC 3104 Australia",-37.7906587,145.0959269,171
Bar Lourinha,172,$$ - $$$,restaurant,4.5,"37 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8127752,144.9725022,284
Chin Chin,162,$$ - $$$,restaurant,4.5,"125 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8156575,144.9703881,6029
Izakaya Den,173,$$ - $$$,restaurant,4.5,"Basement 118 Russell St, Melbourne, Victoria 3000 Australia",-37.8135258,144.9688929,258
Matteo's,1,$$$$,restaurant,4.5,"533 Brunswick St Melbourne, North Fitzroy, Yarra, Victoria 3068 Australia",-37.7911674,144.9794716,378
Humble Rays,267,$$ - $$$,restaurant,4.5,"71 Bouverie St Carlton, Melbourne, Victoria 3053 Australia",-37.804746,144.9613987,88
Smith and Daughters,9,$$ - $$$,restaurant,4.5,"175 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8021978,144.9775698,388
Hophaus Bar,251,$$ - $$$,restaurant,4,"Southgate Ave Shop MR5, Mid-Level, Southbank Promenade, Melbourne, Victoria 3006 Australia",-37.8202212,144.9657009,471
Hunky Dory,240,$,restaurant,4.5,"670 Chapel Street Shop 17, Melbourne, Victoria 3205 Australia",-37.8373136,144.9962074,245
Waiters Restaurant - Italian Waiters Club,183,$$ - $$$,restaurant,4,"20 Meyers Pl, Melbourne, Victoria 3000 Australia",-37.8120825,144.9723485,282
Gopal's Vegetarian,242,$,restaurant,4.5,"139 Swanston St, Melbourne, Victoria 3000 Australia",-37.8144115,144.965787,170
Sushi Hub Swanston,196,$,restaurant,4.5,"55 Swanston St, Melbourne, Victoria 3000 Australia",-37.8162439,144.9666518,191
Spaghetti Tree,171,$$ - $$$,restaurant,4,"59 Bourke St, Melbourne, Victoria 3000 Australia",-37.8119715,144.9715104,786
Arbory Bar & Eatery,194,$$ - $$$,restaurant,4,"Flinders Walk, Melbourne, Victoria 3000 Australia",-37.8188668,144.9676883,827
La Spaghettata,163,$$ - $$$,restaurant,4,"238 Lygon St, Melbourne, Victoria 3053 Australia",-37.8016021,144.9671293,536
Triim Food & Drink,259,$$ - $$$,restaurant,4,"33 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8138416,144.9612009,224
Gourmet Curry Hut,247,$$ - $$$,restaurant,4.5,"318 Hub Arcade Little Collins Street, Melbourne, Victoria 3000 Australia",-37.8150564,144.9638232,175
Little Billy,258,$$ - $$$,restaurant,4,"Shop W2 195 William St, Melbourne, Victoria 3000 Australia",-37.8146578,144.9574246,162
Thirty Eight Chairs,23,$$ - $$$,restaurant,4.5,"4A Bond St, Yarra, Victoria 3141 Australia",-37.841091,144.9947988,283
The Fitz Cafe & Rooftop,11,$$ - $$$,restaurant,4.5,"347 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7968295,144.978491,257
Restaurant 1903,245,$$ - $$$,restaurant,4.5,"44 Spencer St Very Close to Southern Cross Railway Station, Melbourne, Victoria 3000 Australia",-37.8197072,144.9546978,155
Universal Restaurant,257,$$ - $$$,restaurant,4,"141 Lygon Street Carlton, Melbourne, Victoria 3053 Australia",-37.8038454,144.9661208,363
Pho Bo Ga Mekong,269,$,restaurant,4,"241 Swanston St, Melbourne, Victoria 3000 Australia",-37.8123638,144.964862,448
Gradi Crown,246,$$ - $$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Shop 25, Melbourne, Victoria 3006 Australia",-37.8235301,144.9580953,1093
Pinchy's,198,$$ - $$$,restaurant,4.5,"Level 1, 200 Bourke St Midcity Arcade, Melbourne, Victoria 3000 Australia",-37.812278,144.9672456,146
Agathe Patisserie,213,$,restaurant,4.5,"64/362 Coventry Street South Melbourne Market Stall, Melbourne, Victoria 3205 Australia",-37.8333676,144.9540906,73
Claypots Barbarossa,237,$$ - $$$,restaurant,4.5,"79 Hardware Lane Melbourne CBD, Melbourne, Victoria 3000 Australia",-37.8129361,144.9608111,190
Seedling Cafe,238,$$ - $$$,restaurant,4.5,"349 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8154635,144.963264,75
Vespa Rossa,244,$$ - $$$,restaurant,4.5,"30 Block Pl, Melbourne, Victoria 3000 Australia",-37.8152944,144.9644054,122
Ides,170,$$$$,restaurant,4.5,"92 Smith St, Melbourne, Victoria 3066 Australia",-37.8056159,144.9833963,129
Uncle Collins Street,291,$$ - $$$,restaurant,4.5,"15 Collins St Level 1, Melbourne, Victoria 3000 Australia",-37.8139436,144.9734554,81
Mr. Hive,289,$$ - $$$,restaurant,4,"Level 1, Crown Metropol 8 Whiteman Street, Melbourne, Victoria Australia",-37.8257525,144.9576725,456
Sosta Ristorante,283,$$ - $$$,restaurant,4.5,"12 Errol Street, Melbourne, Victoria 3051 Australia",-37.8047727,144.9494952,183
Gordon's Cafe & Bar,292,$$ - $$$,restaurant,4,"306 Little Collins St Shop 4, Melbourne, Victoria 3000 Australia",-37.814879,144.9644211,147
Isan Soul Thai Street Food,265,$$ - $$$,restaurant,4.5,"98 Bourke St, Melbourne, Victoria 3000 Australia",-37.8119253,144.9701525,89
Oriental Spoon,295,$$ - $$$,restaurant,4,"254 La Trobe St, Melbourne, Victoria 3000 Australia",-37.8100479,144.9617729,217
Oak & Vine,276,$$ - $$$,restaurant,4.5,"60 Market St, Melbourne, Victoria 3000 Australia",-37.8177409,144.9607709,108
The Bond Store,280,$$ - $$$,restaurant,4.5,"1 Riverside Qy, Melbourne, Victoria 3006 Australia",-37.8217604,144.9636789,154
Transformer Fitzroy,12,$$ - $$$,restaurant,4.5,"99 Rose Street, Fitzroy, Yarra, Victoria 3065 Australia",-37.7958713,144.979376,285
Windows Restaurant,272,$$ - $$$,restaurant,4,"65 Queens Rd, Melbourne, Victoria 3004 Australia",-37.8500935,144.978566,208
Code Black,3,$$ - $$$,restaurant,4.5,"15-17 Weston St, Brunswick, Moreland, Victoria 3056 Australia",-37.774643,144.962468,187
Grill'd Degraves St,263,$,restaurant,4,"15 Degraves St, Melbourne, Victoria 3000 Australia",-37.817761,144.9660313,219
Bistro Gitan,2,$$ - $$$,restaurant,4.5,"52 Toorak Rd West, South Yarra, Victoria 3141 Australia",-37.8372567,144.9791898,268
Topolino's,12,$$ - $$$,restaurant,4,"87 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8604875,144.9766344,386
Kirks Wine Bar,243,$$ - $$$,restaurant,4,"Cnr Hardware Lane and Little Bourke, Melbourne, Victoria 3000 Australia",-37.8136852,144.9612606,217
Saporito Taquito,264,$$ - $$$,restaurant,4.5,"163 Inkerman St Unit 211, Melbourne, Victoria 3182 Australia",-37.8652617,144.9882446,96
Esca Grill,1,$$$$,restaurant,4.5,"650 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.7701142,144.9262505,345
ShanDong MaMa,271,$,restaurant,4,"200 Bourke St Mid City Centre, Shop 7, Melbourne, Victoria 3000 Australia",-37.8128004,144.9674292,220
Simply Spanish,222,$$ - $$$,restaurant,4,"116 Cecil St, Melbourne, Victoria 3205 Australia",-37.8320736,144.9559889,251
Milk the Cow,161,$$ - $$$,restaurant,4.5,"323 Lygon St, Melbourne, Victoria 3053 Australia",-37.7977617,144.9671298,152
Bluetrain,268,$$ - $$$,restaurant,3.5,"Southgate Complex, Upper Level, Melbourne, Victoria 3006 Australia",-37.8203389,144.9660726,667
Peko Peko,223,$,restaurant,4.5,"190 Wells St, Melbourne, Victoria 3205 Australia",-37.8318959,144.9697248,208
Republica,11,$$ - $$$,restaurant,4,"10-18 Jacka Boulevard St. Kilda Sea Baths, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8652736,144.9717383,492
Tsindos-The Greeks Restaurant,88,$$ - $$$,restaurant,4,"197 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.811264,144.9665725,718
Tulum Restaurant,281,$$ - $$$,restaurant,4,"217 Carlisle Street, Balaclava Near the Balaclava train station, Melbourne, Victoria 2575 Australia",-37.8690662,144.9939185,167
Melbourne Hwaro Korean Barbecue,285,$$ - $$$,restaurant,4,"Level Ground 562 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8150065,144.95572,141
Journeyman,3,$$ - $$$,restaurant,4.5,"169 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.8522281,144.9931599,203
Square & Compass,290,$$ - $$$,restaurant,4.5,"222 Clarendon Street, Melbourne, Victoria Australia",-37.831345,144.9595415,113
Amaru Melbourne Restaurant,1,$$$$,restaurant,4.5,"Shop 5 1121 High St, Armadale, Stonnington, Victoria 3143 Australia",-37.8558896,145.0246644,118
Don Don Japanese,274,$,restaurant,4,"198 Little Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8107238,144.9635346,241
Beer DeLuxe,277,$$ - $$$,restaurant,4,"Federation Square Corner Swanston and Flinders Streets, Melbourne, Victoria 3000 Australia",-37.8179789,144.9690576,304
Grill'd QV,309,$$ - $$$,restaurant,4,"Level 2, Queen Victoria Square, Melbourne, Victoria 3000 Australia",-37.8186366,144.9626638,235
Rumi Brunswick,1,$$ - $$$,restaurant,4.5,"116 Lygon St, Brunswick East, Moreland, Victoria 3057 Australia",-37.7747572,144.9713634,265
Abbey Road Cafe,10,$$ - $$$,restaurant,4,"129-131 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8686333,144.9793638,805
Spicy Korea,296,$,restaurant,4.5,"U 1 601 Little Collins St, Melbourne, Victoria 3000 Australia",-37.817833,144.954844,72
The Meat & Wine Co Hawthorn East,3,$$ - $$$,restaurant,4,"482 Riversdale Rd, Hawthorn, Boroondara, Victoria 3123 Australia",-37.8315263,145.0564153,417
Nine Elephants,279,$$ - $$$,restaurant,4.5,"67 Village St Docklands, Melbourne, Victoria 3008 Australia",-37.8191771,144.9493398,145
Little Black Pig & Sons,1,$$ - $$$,restaurant,4.5,"48 Burgundy St, Heidelberg, Banyule, Victoria 3084 Australia",-37.7562436,145.0686875,196
GRK Greek Kitchen & Bar,1,$$ - $$$,restaurant,4.5,"845/847 High St, Thornbury, Darebin, Victoria 3071 Australia",-37.754997,145.000897,115
The Boatbuilders Yard,211,$$ - $$$,restaurant,4,"23 South Wharf Prom, Melbourne, Victoria 3006 Australia",-37.8241268,144.9529815,680
La Petite Creperie,294,$,restaurant,4.5,"125 Swanston St Opposite Melbourne Town Hall, Melbourne, Victoria Australia",-37.8147118,144.9659326,155
Lord Cardigan,278,$$ - $$$,restaurant,4.5,"59 Cardigan Pl, Melbourne, Victoria 3206 Australia",-37.841112,144.953165,114
400 Gradi,1,$$ - $$$,restaurant,4,"99 Lygon St, Brunswick West, Moreland, Victoria 3057 Australia",-37.7760072,144.9706798,773
Belgian Beer Cafe,300,$$ - $$$,restaurant,4,"5 Riverside Qy Southbank, Melbourne, Victoria 3006 Australia",-37.8215252,144.9644112,256
Indian Palace Restaurant,4,$$ - $$$,restaurant,4.5,"131 Church St, Brighton, Bayside, Victoria 3186 Australia",-37.9155079,144.9964578,153
Anada,17,$$ - $$$,restaurant,4.5,"197 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8058992,144.9811875,219
Ish Restaurant,15,$$ - $$$,restaurant,5,"199 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8058632,144.981242,62
L'Hotel Gitan,2,$$ - $$$,restaurant,4,"32 Commercial Rd, Prahran, Stonnington, Victoria 3181 Australia",-37.8461214,144.9868829,256
Hawker Hall,4,$$ - $$$,restaurant,4,"98 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.8545419,144.9930685,506
Crossways Restaurant,297,$,restaurant,4.5,"309-325 Bourke St, Melbourne, Victoria 3000 Australia",-37.8148564,144.9646254,104
Le Petite Bourke,275,$$ - $$$,restaurant,4.5,"24 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8105773,144.9715163,130
Royal Stacks,256,$,restaurant,4,"470 Collins St, Melbourne, Victoria 3000 Australia",-37.8176172,144.9584134,169
Donnini's Restaurant,152,$$ - $$$,restaurant,4.5,"320 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.7995334,144.9675481,297
City Wine Shop,212,$$ - $$$,restaurant,4.5,"159 Spring St, Melbourne, Victoria 3000 Australia",-37.8109568,144.9724344,255
Rock Paper Scissors,260,$$ - $$$,restaurant,4.5,"136-138 Rouse St, Melbourne, Victoria 3207 Australia",-37.8421644,144.9399743,76
Ricardo's Trattoria,1,$$ - $$$,restaurant,4.5,"99 Dundas Pl, Albert Park, Port Phillip, Victoria 3206 Australia",-37.841266,144.9551965,176
Lune Croissanterie,221,$,restaurant,4.5,"161 Collins St Shop 16, Enter via Russell Street, Melbourne, Victoria 3000 Australia",-37.815369,144.9689556,156
Maccaroni Trattoria Italiana,286,$$ - $$$,restaurant,4,"10-16 Manchester Lane, Melbourne, Victoria 3000 Australia",-37.8160282,144.9659806,408
Mjolner,195,$$$$,restaurant,4.5,"106 Hardware St, Melbourne, Victoria 3000 Australia",-37.8122248,144.9606867,136
Ten Square Cafe,214,$$ - $$$,restaurant,5,"120 Hardware St, Melbourne, Victoria 3000 Australia",-37.8119947,144.9605646,64
Koko Black,312,$$ - $$$,restaurant,4.5,"167 Lygon St, Melbourne, Victoria 3053 Australia",-37.8018009,144.9665446,187
University Cafe,319,$$ - $$$,restaurant,4,"257 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.7994919,144.9669952,269
Asado,301,$$$$,restaurant,4,"6 Riverside Quay, Melbourne, Victoria 3006 Australia",-37.8208141,144.9639348,211
Le Petit Gateau,315,$$ - $$$,restaurant,4.5,"458 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8162435,144.9596107,76
The Lady Of St Kilda,17,$$ - $$$,restaurant,4.5,"204 Barkly St Corner Smith Street, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8698868,144.9808593,53
Paris Go Bistro,307,$$ - $$$,restaurant,4,"116 Rathdowne St, Melbourne, Victoria 3053 Australia",-37.7969421,144.970878,169
ShanDong MaMa mini,302,$,restaurant,4.5,"5 Centre Pl, Melbourne, Victoria 3000 Australia",-37.8167124,144.9655554,63
Tokyo Tina,6,$$ - $$$,restaurant,4.5,"66A Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.8554363,144.9928852,202
Il Gambero,303,$$ - $$$,restaurant,4,"166 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.8032879,144.9667144,322
Viet Kitchen,1,$,restaurant,4.5,"110 Hopkins St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.7997947,144.9016738,130
Radio Mexico Taqueria & Bar,15,$$ - $$$,restaurant,4,"11-13 Carlisle St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8670443,144.979233,288
Mister Bianco,3,$$ - $$$,restaurant,4,"285 High St, Kew, Boroondara, Victoria 3101 Australia",-37.8050837,145.0351649,214
Kekou,7,$$ - $$$,restaurant,5,"396 Bridge Road, Richmond, Yarra, Victoria 3121 Australia",-37.8193325,145.0046839,64
The Abyssinian,187,$$ - $$$,restaurant,4.5,"277 Racecourse Rd, Melbourne, Victoria 3031 Australia",-37.7886579,144.9318266,113
Blue Chillies,16,$$ - $$$,restaurant,4.5,"182 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8020795,144.9780303,145
Caffe e Torta,232,$$ - $$$,restaurant,4,"314 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8149057,144.964228,289
Gimlet At Cavendish House,208,$$$$,restaurant,4.5,"33 Russell St, Melbourne, Victoria 3000 Australia",-37.8150205,144.9689304,104
Pascale Bar & Grill,284,$$$$,restaurant,4.5,"133 Russell St Level 1, Melbourne, Victoria 3000 Australia",-37.8133398,144.9681516,161
Spice Temple,200,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Southbank, Melbourne, Victoria 3006 Australia",-37.8238012,144.9598397,1311
Ludlow Bar & Dining Room,322,$$ - $$$,restaurant,3.5,"6 Riverside Qy, Melbourne, Victoria 3006 Australia",-37.8208141,144.9639348,702
Sunda,253,$$ - $$$,restaurant,4.5,"18 Punch lane, Melbourne, Victoria 3000 Australia",-37.8104499,144.9710999,111
The General Assembly,273,$$ - $$$,restaurant,4,"29 South Wharf Prom, Melbourne, Victoria 3006 Australia",-37.8242474,144.9519999,269
Shoya,310,$$$$,restaurant,4,"25 Market Lane, Melbourne, Victoria 3000 Australia",-37.811732,144.9691095,216
Pilgrim Bar,325,$$ - $$$,restaurant,4,"Vaults 15-19 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",-37.8188223,144.969793,175
White Mojo Speciality Coffee & Roaster,318,$$ - $$$,restaurant,4,"115 Hardware St, Melbourne, Victoria 3000 Australia",-37.8121461,144.9605243,203
Dip In Cafe,314,$$ - $$$,restaurant,4.5,"20-22 McKillop St, Melbourne, Victoria 3000 Australia",-37.815111,144.9618289,100
Laurent Bakery,311,$$ - $$$,restaurant,4,"306 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8147333,144.9644018,352
One Eleven,313,$$$$,restaurant,4,"111 Spring Street The Hotel Windsor, Melbourne, Victoria 3000 Australia",-37.812125,144.9729651,175
Mister and Miss Cafe,1,$$ - $$$,restaurant,4,"Mont Albert Victoria 711-713 Whitehorse Rd, Mont Albert, Whitehorse, Victoria 3127 Australia",-37.815616,145.105808,199
Steer Dining Room,298,$$ - $$$,restaurant,4.5,"15 Claremont St, Melbourne, Victoria 3141 Australia",-37.8375986,144.9936642,76
Cafe Segovia,308,$$ - $$$,restaurant,4,"33 Block Place, Melbourne, Victoria 3000 Australia",-37.8152846,144.9643357,297
Hopscotch,288,$$ - $$$,restaurant,3.5,"Ground Floor, 4 Riverside Quay Southbank, Melbourne, Victoria 3006 Australia",-37.8208918,144.9633777,589
Walkers Doughnuts,324,$,restaurant,4.5,"26/2 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.817872,144.9651205,127
Saint Crispin,4,$$$$,restaurant,4,"300 Smith St, Collingwood, Yarra, Victoria 3066 Australia",-37.8002354,144.9842903,332
Nevsky Russian Restaurant,1,$$ - $$$,restaurant,4.5,"476 Glen Huntly Rd, Elsternwick, Glen Eira, Victoria 3185 Australia",-37.8853675,145.0077779,160
Marios Cafe,19,$$ - $$$,restaurant,4,"303 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7979472,144.9783158,225
Tim Ho Wan,323,$$ - $$$,restaurant,4,"206 Bourke St, Melbourne, Victoria 3000 Australia",-37.8126527,144.9669486,361
Rosetta,224,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Melbourne, Victoria 3006 Australia",-37.8235301,144.9580953,996
Chez Olivier,1,$$ - $$$,restaurant,4.5,"268 Toorak Rd, South Yarra, Victoria 3141 Australia",-37.8397261,144.9962375,356
Le Bon Ton,3,$$ - $$$,restaurant,4,"51 Gipps St, Collingwood, Yarra, Victoria 3066 Australia",-37.8048183,144.9885608,306
